name_a,context_a,name_b,context_b,canonical_id_a,canonical_id_b,source_url_a,source_url_b,match,llm_match,lambda_val,context_quality_a,quality_reason_a,context_quality_b,quality_reason_b
cassava mosaic virus,"Cassava mosaic virus(es) is a collective name used to refer to one or more of eleven plant pathogenic viruses in the genus Begomovirus. African cassava mosaic virus (ACMV), East African cassava mosaic virus (EACMV), and South African cassava mosaic virus (SACMV) are distinct circular single-stranded DNA viruses which are transmitted by whiteflies and primarily infect cassava plants; these have thus far only been reported from Africa.",african cassava mosaic virus,"African cassava mosaic virus (ACMV) is a plant pathogenic virus of the family Geminiviridae that may cause either a mosaic appearance to plant leaves, or chlorosis.",agrovoc_c_33962,agrovoc_c_33962,http://aims.fao.org/aos/agrovoc/c_33962,http://aims.fao.org/aos/agrovoc/c_33962,1,True,0.6652,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
puccinia rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",common rust of maize,"Puccinia sorghi, or common rust of maize, is a species of rust fungus that infects corn and species from the plant genus Oxalis.",common_corn_rust,common_corn_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.6391,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",leaf scorch of strawberry,Diplocarpon earlianum is a species of fungus that causes disease in strawberry plants called strawberry leaf scorch. The disease overwinters in plant debris and infects strawberry plants during the spring season when it is wet.,cedar_apple_rust,strawberry_leaf_scorch,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0674,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
stem rust,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",puccinia graminis,"Stem rust, also known as cereal rust, black rust, red rust or red dust, is caused by the fungus Puccinia graminis, which causes significant disease in cereal crops.",stem_rust,stem_rust,https://en.wikipedia.org/wiki/Stem_rust,https://en.wikipedia.org/wiki/Stem_rust,1,True,0.7927,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sobemovirus,"Sobemovirus is a genus of non-enveloped, positive-strand RNA viruses which infect plants. There are 27 species in this genus. Diseases associated with this genus include: mosaics and mottles.",isavirus,"Orthomyxoviridae is a family of negative-sense RNA viruses. It includes nine genera: Alphainfluenzavirus, Betainfluenzav",agrovoc_c_32867,agrovoc_c_b156e7d1,http://aims.fao.org/aos/agrovoc/c_32867,http://aims.fao.org/aos/agrovoc/c_b156e7d1,0,False,0.1024,poor,poor phrase: 'is a genus of',poor,poor phrase: 'is a family of'
fowl pest virus,"Papaver somniferum, commonly known as the opium poppy or breadseed poppy, is a species of flowering plant in the family",sobemovirus,"Sobemovirus is a genus of non-enveloped, positive-strand RNA viruses which infect plants. There are 27 species in this genus. Diseases associated with this genus include: mosaics and mottles.",agrovoc_c_5166,agrovoc_c_32867,http://aims.fao.org/aos/agrovoc/c_5166,http://aims.fao.org/aos/agrovoc/c_32867,0,False,0.001,medium,partial: only some disease signals present,poor,poor phrase: 'is a genus of'
erwinia carotovora,Erwinia is a genus of Enterobacterales bacteria containing mostly plant pathogenic species which was named for the famou,erwinia aroideae,"Aglaonema is a genus of flowering plants in the arum family, Araceae. They are native to tropical and subtropical region",agrovoc_c_24748,agrovoc_c_24748,http://aims.fao.org/aos/agrovoc/c_24748,http://aims.fao.org/aos/agrovoc/c_24748,1,False,0.2814,poor,poor phrase: 'is a genus of',poor,poor phrase: 'is a genus of'
late blight of tomato,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",leaf spot of tomato,"Bacterial leaf spot on peppers and tomatoes is caused by a gram-negative and rod-shaped bacterium in the genus Xanthomonas. It causes symptoms throughout the above-ground portion of the plant including leaf spots, fruit spots and stem cankers.",late_blight,septoria_leaf_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0364,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
xanthomonas peach spot,"Bacterial disease of peach caused by Xanthomonas arboricola pv. pruni. Causes water-soaked spots on leaves, fruit, and t",peach bacterial spot,"Bacterial leaf scorch (BLS), or bacterial leaf spot, is a disease state affecting many crops, caused mainly by the xylem-plugging bacterium Xylella fastidiosa.",peach_bacterial_spot,peach_bacterial_spot,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.7879,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
cpm,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,powdery mildew of cherry,Fungal disease of cherry caused by Podosphaera clandestina. Forms white powdery patches on young leaves and shoots. Dist,cherry_powdery_mildew,cherry_powdery_mildew,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.3712,medium,partial: only some disease signals present,medium,partial: only some disease signals present
grape rot,Fungal disease of grape caused by Guignardia bidwellii. Causes small yellow-green spots on leaves and shrivels fruit int,proteaceae,"The Proteaceae form a family of flowering plants predominantly distributed in the Southern Hemisphere. The family comprises 83 genera with about 1,660 known species.",grape_black_rot,agrovoc_c_6240,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_6240,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
prunus serotina,"Prunus serotina, commonly called black cherry, wild black cherry, rum cherry, or mountain black cherry, is a deciduous tree or shrub in the rose family Rosaceae.",bromovirus,This is a list of diseases of foliage plants belonging to the family Commelinaceae.,agrovoc_c_6290,agrovoc_c_32851,http://aims.fao.org/aos/agrovoc/c_6290,http://aims.fao.org/aos/agrovoc/c_32851,0,False,0.001,good,pathogen + symptom/crop found,poor,poor phrase: 'is a list of'
fusarium wilt,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",banana wilt,"Panama disease is a plant disease that infects banana plants. It is a wilting disease caused by the fungus Fusarium oxysporum f. The pathogen is resistant to fungicides, and its control is limited to phytosanitary measures.",banana_fusarium_wilt,banana_fusarium_wilt,https://en.wikipedia.org/wiki/Panama_disease,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.5923,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
alternaria blight of potato,"Fungal disease of potato caused by Alternaria solani. Produces dark brown target-board lesions on lower leaves first, pr",cedar-apple rust,"Gymnosporangium juniperi-virginianae is a plant pathogen that causes cedar-apple rust. In virtually any location where apples or crabapples (Malus) and eastern red cedar coexist, cedar apple rust can be a destructive or disfiguring disease on both the apples and cedars.",early_blight,cedar_apple_rust,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0894,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
moko disease,This article is a list of diseases of bananas and plantains.,protothaca,"Paloma is an archaeological site in Peru, located 65 km south of Lima in Chilca District, Cañete Province. Based on radi",agrovoc_c_36374,agrovoc_c_31161,http://aims.fao.org/aos/agrovoc/c_36374,http://aims.fao.org/aos/agrovoc/c_31161,0,False,0.1492,poor,poor phrase: 'this article is a list',medium,partial: only some disease signals present
citrus greening,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,fusarium wilt of cucumber,"Fusarium wilt is a common vascular wilt fungal disease, exhibiting symptoms similar to Verticillium wilt. This disease has been investigated extensively since the early years of this century. The pathogen that causes Fusarium wilt is Fusarium oxysporum (F. oxysporum).",citrus_greening_hlb,agrovoc_c_915c5423,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_915c5423,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
sudden death syndrome,"Sudden death syndrome (SDS), a disease in soybean plants, quickly spread across the southern United States in the 1970s, eventually reaching most agricultural areas of the US.",umbravirus,Umbravirus is a genus of plant viruses assigned to the family Tombusviridae. The genus has 11 species.,sudden_death_syndrome,agrovoc_c_42be09fe,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,http://aims.fao.org/aos/agrovoc/c_42be09fe,0,False,0.1104,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
citrus hlb,Citrus greening disease is a disease of citrus trees caused by bacteria of the genus Liberibacter. These microbes are transmitted by two species of bug: the Asian citrus psyllid Diaphorina citri and the African citrus psyllid Trioza erytreae.,tomato late blight,"Phytophthora infestans is an oomycete or water mold, a fungus-like microorganism (oomycete) that causes the serious potato and tomato disease known as late blight or potato blight.",citrus_greening_hlb,late_blight,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,0,False,0.0397,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
erwinia amylovora,"Fire blight, also written fireblight, is a contagious disease affecting apples, pears, and some other members of the family Rosaceae. It is a serious concern to apple and pear producers.",sclerotinia borealis,"Sclerotinia borealis or snow scald is a psychrophilic necrotrophic plant pathogen with wide host range, including crop plants, such as barley, rye and wheat, and thus causing much economical damage.",fire_blight,agrovoc_c_27366,https://en.wikipedia.org/wiki/Fire_blight,http://aims.fao.org/aos/agrovoc/c_27366,0,False,0.001,good,pathogen + symptom/crop found,good,pathogen + symptom/crop found
abutilon mosaic virus,"Abutilon mosaic virus (AbMV) is a virus of the genus Begomovirus. It infects Abutilon species, notably the flowering maple, Abutilon striatum. The mottled or variegated effect on the leaves of Abutilon striatum is sought after.",luteovirus,"Luteovirus is a genus of viruses, in the family Tombusviridae. There are 14 species in this genus. The geographical distribution of Luteoviruses is widespread, with the virus primarily infecting plants via transmission by aphid vectors.",agrovoc_c_e56144a3,agrovoc_c_32862,http://aims.fao.org/aos/agrovoc/c_e56144a3,http://aims.fao.org/aos/agrovoc/c_32862,0,False,0.0397,good,pathogen + symptom/crop found,poor,poor phrase: 'is a genus of'
sls,"The Space Launch System (SLS) is an American two-stage super heavy-lift expendable launch vehicle used by NASA. The primary launch vehicle for the Artemis program, SLS is designed to launch the four-person Orion spacecraft for missions to the Moon, on a trans-lunar injection trajectory.",strawberry leaf scorch,Diplocarpon earlianum is a species of fungus that causes disease in strawberry plants called strawberry leaf scorch. The disease overwinters in plant debris and infects strawberry plants during the spring season when it is wet.,strawberry_leaf_scorch,strawberry_leaf_scorch,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,https://www.kaggle.com/datasets/abdallahalidev/plantvillage-dataset,1,True,0.4922,medium,partial: only some disease signals present,good,pathogen + symptom/crop found
